JobTitle,Company,Location,PostDate,Summary,JobUrl
Engineering Technician 3,University of British Columbia,British Columbia,"Posted
Posted 2 days ago","Consults with the Engineering Manager in design and conduct of research experiments including conducting literature searches and reviews, recruitment of…",https://ca.indeed.com/rc/clk?jk=2a788dcbfdf5cf16&fccid=462e6068c17c7702&vjs=3
"Staff Accountant, Data Analytics",EY,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Strong interest in data analytics, data transformation, robotics process automation, and finance or accounting.",https://ca.indeed.com/rc/clk?jk=5147657aba22901b&fccid=1544766d4c2915b0&vjs=3
Research Assistant 2,Centre for Addiction and Mental Health,"Toronto, ON","Posted
Posted 28 days ago","Reporting to the Research Manager and Principal Investigator, the Research Assistant 2 will be responsible for searching electronic research resources,…",https://ca.indeed.com/rc/clk?jk=d236afb064b3d0a3&fccid=b73617af558c30fd&vjs=3
toxicologist,Seroclinix Corporation,"Mississauga, ON","Posted
Posted 30+ days ago","Conduct biostatistical data analysis using computer modelling techniques.
Supervise biological technologists and technicians and other scientists.",https://ca.indeed.com/rc/clk?jk=30dc89c6a006ef7e&fccid=ea5e953000e57559&vjs=3
Research Technician Analytical Soil and Food Sciences,Agriculture and Agri-Food Canada,"Summerland, BC","Posted
Posted 1 day ago","Knowledge of data management and basic statistical analysis.
Experience in basic statistical analysis and interpreting experimental results.",https://ca.indeed.com/rc/clk?jk=285f0bac3b457f4e&fccid=5a173c067166ed66&vjs=3
Senior Data Governance and Data Quality Specialist,LifeWorks,"Markham, ON","Posted
Posted 30+ days ago","The candidate must be able to communicate effectively with team members and have an understanding of data analysis, data quality, data security, data movement,…",https://ca.indeed.com/rc/clk?jk=ef1c74da5fe08149&fccid=f0b9f94cc2f932db&vjs=3
Data Engineering Analyst,NOVA Chemicals Corporation,"Calgary, AB","Posted
Posted 9 days ago",Experience building several data pipelines and the infrastructure required to deploy data models and dashboards that allow data visualization.,https://ca.indeed.com/rc/clk?jk=12528c3ae12e7758&fccid=ec83d2b79e601bee&vjs=3
AltaGas - Digital Risk & Compliance Data Analyst (1 Year Ter...,AltaGas,"Calgary, AB","Posted
Posted 16 days ago","A keen focus on analytics that deal with big data, data processing, and multiple data sources.
Understand data sources, interfaces and integrations.",https://ca.indeed.com/rc/clk?jk=5f563f89a9a86e1e&fccid=4dac2d2245794069&vjs=3
HR Data Analyst,Raymond James Financial,"Remote in Toronto, ON","Posted
Posted 3 days ago","Audits the HR/Payroll system to ensure data integrity and accuracy as well as overseeing data management, reporting and table updates;",https://ca.indeed.com/rc/clk?jk=d8f2254eada744d3&fccid=a29e9c4c46532426&vjs=3
"Data Analyst, Foundry",Providence Health Care,"Vancouver, BC","Posted
Posted 29 days ago",Works closely with data stewards and researchers/evaluators to understand data definitions and standards in order to support the development of accurate data…,https://ca.indeed.com/rc/clk?jk=4424240477611c21&fccid=e98b37c86f8eec83&vjs=3
"IT Data Engineer, KDP",Hiram Walker & Sons Ltd.,"Windsor, ON","Posted
Posted 30+ days ago","Developing data pipeline to feed the different data models/data hubs.
You will be responsible for developing and supporting data pipelines, data structures,…",https://ca.indeed.com/rc/clk?jk=b9adadf9a75cca3f&fccid=00e42ef4bdc11d21&vjs=3
Senior Data Scientist,Baker Hughes,"Calgary, AB","Posted
Posted 30+ days ago","Designing, developing and delivering new algorithms and software for analysis and reporting of pipeline inspection data.",https://ca.indeed.com/rc/clk?jk=c9caa6bd53e48f7d&fccid=f4c6ba597fc7aa75&vjs=3
Student and CO-OP: Human Resources,Canadian Security Intelligence Service,"Ottawa, ON","Posted
Posted 30+ days ago","Create surveys to track data.
Compile data to support HR strategy and planning.
Assess data regarding Human Resources programs to provide insight and comment on…",https://ca.indeed.com/rc/clk?jk=17b52599437c13f2&fccid=19150974fd7b2a28&vjs=3
New Grad - Staff Consultant - Credit Risk,EY,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Strong communication, presentation, and technical writing skills to describe ideas, concepts and issues that involve interpretation, analysis, and assessment of…",https://ca.indeed.com/rc/clk?jk=f25d40f72418becd&fccid=1544766d4c2915b0&vjs=3
Business Data Analyst I,Transplace,"Oakville, ON","Posted
Posted 1 day ago","Requirements (Elicit, understand, document, test, and support, business requirements presented by internal and external stakeholders; Build a business solution…",https://ca.indeed.com/rc/clk?jk=7bdfb11da9397684&fccid=d12518ccea101a98&vjs=3
"CO-OP Student, Data Engineer",WorkSafeBC,"Remote in Richmond, BC","Posted
Posted 9 days ago",Designing logical data models and turning them into physical data structures which turns “how applications store data” – modelling best practices.,https://ca.indeed.com/rc/clk?jk=54adf5b2713380bd&fccid=3978229785e77296&vjs=3
Data Solutions Product Owner / Technical Lead - Data Solutio...,CGI,"Halifax, NS","Posted
Posted 1 day ago","Experience in the definition, analysis, implementation of data management related initiatives.
Implement a strategic data architecture framework that will…",https://ca.indeed.com/rc/clk?jk=021c89aa354072fb&fccid=43a69183767d4301&vjs=3
IT Project Coordinator,Rogers Communications,"Brampton, ON","Posted
Posted 2 days ago","Experience with data analysis and reporting.
Support in analysis of financial actuals and commitments for capital projects.",https://ca.indeed.com/rc/clk?jk=0e09579b7d0adc8f&fccid=b5583ca8df6a68c3&vjs=3
"manager, scientific research",AGADA Biosciences Inc.,"Halifax, NS","Posted
Posted 13 days ago","Oversee the analysis of data and information.
Plan and control budget and expenditures.
Establish and implement policies and procedures.",https://ca.indeed.com/rc/clk?jk=439c97a629140f70&fccid=9c2fd7d7ac83aa05&vjs=3
Senior Digital Analytics Analyst,OLG,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Experience building, updating and explaining data analysis and advanced analytical modeling.
Experience working with Hadoop and related big data technologies.",https://ca.indeed.com/rc/clk?jk=78f61f9a2682422a&fccid=2b3f8ae0103eedd1&vjs=3
Software Development Engineer,McAfee,Remote in Ontario,"Posted
Posted 27 days ago","Familiar with performance analysis tools and writing performant code is a bonus.
Design and work with data to monitor and measure the success of new and…",https://ca.indeed.com/rc/clk?jk=357ff85a9c07d1ab&fccid=800f11c47014effe&vjs=3
QA Engineer (ETL),Veeva Systems,"Toronto, ON","Posted
Posted 30+ days ago","Check the data source locations and formats, perform a data count, and verify that the columns and data types meet the requirements.",https://ca.indeed.com/rc/clk?jk=be97e05b8d5731a0&fccid=353eb997fc901045&vjs=3
Architect - Data Science (Remote),The Home Depot Canada,"Remote in Toronto, ON","Posted
Posted 30+ days ago","5-10 years of experience in data science, data mining, analysis, and visualization with the ability to identify and present actionable insights from data to…",https://ca.indeed.com/rc/clk?jk=51c0e32c1cf33117&fccid=5e437a856d0ab1ba&vjs=3
Senior Data Scientist/Engineer,Stantec,"Remote in St. John's, NL
+6 locations","Posted
Posted 30+ days ago","Ability to design and implement reusable data analysis techniques based on requirements, specifications, or prototypes.
Minimum of 7 years of experience.",https://ca.indeed.com/rc/clk?jk=4fc47f406958195b&fccid=f1582c464db8553b&vjs=3
Snowflake Architect,Publicis Sapient,"Toronto, ON
+1 location","Posted
Posted 1 day ago","Experience advancing and supporting information management practices within business processes, applications and technology that underpin the data discipline (e…",https://ca.indeed.com/rc/clk?jk=a7df450f44a4b15e&fccid=be4c5737f0408279&vjs=3
Risk Strategy Analyst,Wave,"Toronto, ON","Posted
Posted 30+ days ago","You are comfortable working with large amounts of data.
Proactively identify and develop analysis to provide insight into risk-related patterns and trends.",https://ca.indeed.com/rc/clk?jk=902bb426e2b7b8ec&fccid=83c651a4d6229120&vjs=3
2023 Winter Student - Climate Risk Analyst (8 Months),Royal Bank of Canada,"Toronto, ON","Posted
Posted 30+ days ago","Support data scientists & engineers with data validation and/or model testing.
Familiarity with data cleaning, data mining, and machine learning.",https://ca.indeed.com/rc/clk?jk=2b713a8df2d80311&fccid=537b899e30af3338&vjs=3
"Analyst, Baseball Research",Toronto Blue Jays,"Toronto, ON","Posted
Posted 1 day ago","Examples of research projects and focuses could include visualizing and analyzing extremely large data sets, Bayesian inference, time series analysis,…",https://ca.indeed.com/rc/clk?jk=75328f38d208747a&fccid=e8532da059d2809f&vjs=3
Postdoctoral Fellow,Dalhousie University,"Halifax, NS","Posted
Posted 30+ days ago",Knowledge transfer and integration of ICP-OES data sets to support method development for ICP-MS compositional analysis at a new ICP-MS facility being…,https://ca.indeed.com/rc/clk?jk=f29bda65f4fc82fb&fccid=9986a6606e2479c3&vjs=3
"Intern, Investments, Special Situations and Capital Markets...",Ivanhoe Cambridge,"Montréal, QC","Posted
Posted 30+ days ago","You will work under the general supervision of the Senior Director, Special Situations, to compile and analyze relevant data for transactions under analysis and…",https://ca.indeed.com/rc/clk?jk=7d2aee87321362a7&fccid=091fa8a66425da0f&vjs=3
Technical System Analyst,Royal Bank of Canada,"Toronto, ON","Posted
Posted 10 days ago","You will play an important role to help document requirements, integrate and build interfaces, and then further optimize and improve the reliability and run…",https://ca.indeed.com/rc/clk?jk=50237b6552a48d4a&fccid=537b899e30af3338&vjs=3
Data Scientist,DRW,"Montréal, QC","Posted
Posted 30+ days ago","Translate business needs into data science projects.
Proven track record in a data science role solving real-world business problems.",https://ca.indeed.com/rc/clk?jk=527c50039b503a44&fccid=d9e7c4d795860e0c&vjs=3
Methodologist,Ministry of Health,"Toronto, ON","Posted
Posted 3 days ago","Provide advice to client and colleagues on healthcare data, data governance, and quantitative methods.
You have experience in data retrieval, preparation,…",https://ca.indeed.com/rc/clk?jk=49ac0205fc8a70c1&fccid=6147701bd14f2451&vjs=3
Rating Analyst,S&P Global,"Toronto, ON","Posted
Posted 6 days ago","Update performance data and collateral information for ABS transactions.
This role blends quantitative modeling, client-facing interactions, and credit analysis…",https://ca.indeed.com/rc/clk?jk=412d243f81112ca4&fccid=b716e44d2c6283e7&vjs=3
Total Portfolio Investment Analyst Intern (May 2023 - May 20...,Healthcare of Ontario Pension Plan (HOOPP),"Hybrid remote in Toronto, ON","Posted
Today","Strong Excel skills, especially working with large datasets and data manipulation.
He oversees TPG’s research projects and ensures they are backed by rigorous…",https://ca.indeed.com/rc/clk?jk=667ca90b38c53f70&fccid=fd5fe36fc41af604&vjs=3
Research Analyst,Ontario Securities Commission,"Toronto, ON","Posted
Posted 6 days ago","Respond to ad hoc data analysis and research requests.
Experience with modern programming languages (Python, R, Scala) for data preparation, analysis and…",https://ca.indeed.com/rc/clk?jk=a20e07efd079f5d2&fccid=0ccb45861694df0c&vjs=3
Research Assistant - Prof. Daphne Demetry,McGill University,"Montréal, QC","Posted
Posted 2 days ago","Basic statistic analysis of data.
Help with gathering data online and inputting into excel spreadsheet.
McGill implements an employment equity program and…",https://ca.indeed.com/rc/clk?jk=cdb9b0859691f2ec&fccid=367ae0b0728910f4&vjs=3
Data Analyst (3-6 Month contract),Mircom Technologies,"Vaughan, ON","Posted
Posted 30+ days ago","Perform system inquiries, data mining and product analysis.
At least one year of experience in business analysis, product analysis in a full time job capacity…",https://ca.indeed.com/rc/clk?jk=bed344c84ae10225&fccid=c77d21f8cb11c632&vjs=3
Solutions Architect,University of British Columbia,"Vancouver, BC","Posted
Posted 1 day ago","Creates framework for reviewing large volumes of unorganized data.
Errors in judgment, poor analysis, or failure to act decisively could have a detrimental…",https://ca.indeed.com/rc/clk?jk=b6876dc2bf70dcda&fccid=462e6068c17c7702&vjs=3
Senior Software Quality Engineer - Data/AI (Remote),BenchSci,"Remote in Vancouver, BC
+2 locations","Posted
Posted 30+ days ago","Perform and document risk analysis.
Solid experience with data testing for our SQL and Python API functionality.
Form processes around non-conformance events.",https://ca.indeed.com/rc/clk?jk=fea0f4d058cba93d&fccid=cb94cfaf4856cc5b&vjs=3
Document Control Coordinator,Parsons,"Faro, YT","Posted
Posted 13 days ago","Solid data collection experience, including analysis and collation ability for managing large datasets.
Experience working with a variety of different data…",https://ca.indeed.com/rc/clk?jk=a0b9679aced5f7e8&fccid=e8f998ddd15bac9c&vjs=3
Quality Assurance Analyst,MaintainX,"Montréal, QC","Posted
Posted 3 days ago","This will provide support to the MaintainX Engineering and Product Management teams.
Oversee all aspects of the quality assurance process including test…",https://ca.indeed.com/rc/clk?jk=a407aa6545bd9953&fccid=52d9e4be226f3ea9&vjs=3
Data Engineer,Cognizant,"Mississauga, ON","Posted
Posted 6 days ago",Perform sampling of data to understand the character/ quality of the data (project dependent in the absence of data analyst or designer).,https://ca.indeed.com/rc/clk?jk=31f1ef1dc7fc8e5e&fccid=2df6a1e69a70a1e7&vjs=3
Research Coordinator NEW,Centre for Addiction and Mental Health,"Remote in Toronto, ON","Posted
Posted 2 days ago","Working on computational scripts to lead and assist in data analysis.
The successful candidate will work with datasets from humans and animal models that span…",https://ca.indeed.com/rc/clk?jk=21ecc45e1c542897&fccid=b73617af558c30fd&vjs=3
Data Engineer,CGI,"Toronto, ON
+1 location","Posted
Posted 16 days ago","Design and implement data pipelines to support various use cases such as bulk testing, simulation, analysis, and reporting leveraging/integrating with platforms…",https://ca.indeed.com/rc/clk?jk=82372cdb211a2524&fccid=43a69183767d4301&vjs=3
Senior Data Analyst - Remote,Insurance Supermarket,"Remote in Montréal, QC","Posted
Posted 24 days ago",Create appropriate documentation that allows others to understand the steps of the data analysis process and duplicate or replicate the analysis.,https://ca.indeed.com/rc/clk?jk=9794bc67e6198fac&fccid=0b5ec5e4ec3fbdb6&vjs=3
biotechnology technician,RAYN CULTIVATION LTD.,"Nisku, AB","Posted
Posted 30+ days ago","Assist in analysis of data and preparation of reports.
Analyze data and prepare reports.
Conduct field research and surveys to collect data and samples.",https://ca.indeed.com/rc/clk?jk=c0159c416ba94f68&fccid=8417b3e74bf4f4f1&vjs=3
Information Technology Security Threat and Risk Assessment (...,Maplesoft Group,Remote,"Posted
Posted 16 days ago","D) Develop reports such as: Data security analysis, Concepts of operation, Statements of Sensitivity (SoSs), Threat assessments, Privacy.",https://ca.indeed.com/rc/clk?jk=1108313ae08cb1cd&fccid=9db2ebf51d40b305&vjs=3
Lead I - Business Analysis,UST,"Mississauga, ON
+1 location","Posted
Posted 30+ days ago","Data analysis and modelling (multiple data sources: SAP, MDM, Aplin... etc).
Data knowledge (data architecture and mapping).
Flow of Goods & Flow of Funds.",https://ca.indeed.com/rc/clk?jk=3aa2cd385254c4df&fccid=810178099fb1fcbc&vjs=3
data control clerk,Asian Television Network inc,"Markham, ON","Posted
Posted 2 days ago","Enter data according to specified format.
Verify accuracy and completeness of data.
Receive and register documents for data entry.",https://ca.indeed.com/rc/clk?jk=68002f7019ee3846&fccid=978ddf4011a6a4d7&vjs=3
Senior WFM Consultant,Covalence Inc,"Toronto, ON","Posted
Posted 30+ days ago","Meet with customers and prospects to define project requirements, including defining scope and needs analysis.
5+ years of related experience.",https://ca.indeed.com/rc/clk?jk=a78193db436c647c&fccid=10119e16883b32d8&vjs=3
BIO 27R - Provincial Wildlife Data Coordinator - CLOSING DAT...,BC Public Service,"Victoria, BC","Posted
Posted 1 day ago","O Experience working with ArcGIS, including spatial data analysis, data modeling and the management of large complex systems.",https://ca.indeed.com/rc/clk?jk=98385fc83f2df16c&fccid=65dd05622a756445&vjs=3
"Manager, Business Intelligence",Royal Bank of Canada,"Toronto, ON","Posted
Today","Experienced in performing complex data analysis on large volumes of data using advanced SQL queries.
Source data from various platforms and build automated data…",https://ca.indeed.com/rc/clk?jk=161d3621c1f2f351&fccid=537b899e30af3338&vjs=3
computer network technician,LivingArt Kitchens Inc.,"North York, ON","Posted
Posted 30+ days ago","Perform data backups and disaster recovery operations.
Implement data, software and hardware security procedures.
Modify Web pages, applets and scripts.",https://ca.indeed.com/rc/clk?jk=7b6a896c352cd8e7&fccid=69d9bada69374a27&vjs=3
Student Business Analytics Developer,Halifax Regional Municipality,"Remote in Barrington, NS","Posted
Posted 14 days ago","Ability to combine data from multiple sources when needed for the analysis.
Familiarity with statistical analysis techniques.",https://ca.indeed.com/rc/clk?jk=1f15bd43131bd1c8&fccid=3911a4869d010d10&vjs=3
Data Scientist - Cell Biology,AbCellera,"Vancouver, BC","Posted
Posted 30+ days ago","Designing standardized statistical analysis and visualizations of complex multifactorial data.
Designing data analysis pipelines integrating multiple data…",https://ca.indeed.com/rc/clk?jk=96ea0b6e819e3184&fccid=1a2f25b5dfcb693f&vjs=3
Project Document Controller,Cummins Inc.,"Mississauga, ON","Posted
Posted 1 day ago","Data Reporting - Prepares documentation in a manner which clearly organizes and presents testing methods, instrument settings, the data and analysis to allow…",https://ca.indeed.com/rc/clk?jk=6a37f79b7df14980&fccid=36ccedc5bfdf19b1&vjs=3
Quality Engineer Returners Program,FDM Group,Canada,"Posted
Posted 30+ days ago","Knowledge and application of service virtualization and QE data management techniques and TDM tooling.
At the start of the program, you will receive 12-weeks of…",https://ca.indeed.com/rc/clk?jk=7b287eb075664800&fccid=2525ee368b671cd8&vjs=3
Senior Data Analytics Engineer,Citi,"Mississauga, ON","Posted
Posted 30+ days ago","The overall objective of this role is to lead applications systems analysis and programming activities.
The Applications Development Engineer is an intermediate…",https://ca.indeed.com/rc/clk?jk=35d16d26c28e8f79&fccid=5bcd1ef0a7f4fb99&vjs=3
"Research Officer, Analytical Chemistry",National Research Council Canada,"Ottawa, ON","Posted
Posted 16 days ago","Advanced knowledge of principles of quantitative chemical analysis;
Significant experience in the full spectrum of research activities including experimental…",https://ca.indeed.com/rc/clk?jk=f8114295ffab19ba&fccid=1fe11a2483fd698d&vjs=3
"Intern, Engineering",Flatiron Construction Corp,"Richmond, BC","Posted
Posted 5 days ago","Assists in reviewing historical data from purchase orders, subcontracts, productivity analysis reports, etc. into unit and person-hour figures.",https://ca.indeed.com/rc/clk?jk=956e01f8469fef48&fccid=ba89003df236fc07&vjs=3
ETL Tester,CGI,"Toronto, ON","Posted
Posted 29 days ago","Remediate defects after a thorough investigation of data specifications, data models, and entity relationship diagrams.",https://ca.indeed.com/rc/clk?jk=ed3964c8c1149726&fccid=43a69183767d4301&vjs=3
QUANTITATIVE ANALYST - CANADA,Bayview Asset Management,"Toronto, ON","Posted
Posted 28 days ago","Quantitative analysis on investment strategies in the mortgage universe.
Utilize tools to extract data necessary to conduct portfolio analysis; tools include…",https://ca.indeed.com/rc/clk?jk=664b5df2245bf7d7&fccid=dde74e9dcd3c00c2&vjs=3
Winter 2022 Co-op-Data Governance Analyst,Rogers Communications,"Toronto, ON","Posted
Posted 21 days ago","Perform data profiling, data quality analysis and the development of data quality rules to support monitoring and remediation activities.",https://ca.indeed.com/rc/clk?jk=cc12f0194fe1767a&fccid=b5583ca8df6a68c3&vjs=3
Laboratory Technician,Canadian Grain Commission,"Winnipeg, MB","Posted
Posted 30+ days ago","Ability to record, organize and interpret data and other information using appropriate computer software.
Experience in grain quality/functionality analysis …",https://ca.indeed.com/rc/clk?jk=1e17862c22244613&fccid=5a173c067166ed66&vjs=3
Business Development Representative - Kirin,Anheuser-Busch,Remote,"Posted
Today",Reviews target account analysis and reports to ensure brands are performing at the top of class levels for all assigned accounts.,https://ca.indeed.com/rc/clk?jk=12ad5edcb81eeba3&fccid=c4bc23324dcf8d3c&vjs=3
Office Coordinator,University of British Columbia,British Columbia,"Posted
Posted 8 days ago","Excellent word processing and accurate data entry skills.
Incorrect or incomplete analysis or interpretation of correspondence, directions, or when transcribing…",https://ca.indeed.com/rc/clk?jk=9692e9bf6b0ceecb&fccid=462e6068c17c7702&vjs=3
Senior Data Analyst,System1,"Hybrid remote in Guelph, ON","Posted
Posted 9 days ago","Advanced understanding of SQL - writing complex queries and self-serving data for projects, working with large data sets, cleaning and preparing data for…",https://ca.indeed.com/rc/clk?jk=93616c64e2a5f315&fccid=0471f3a5f9f7f44f&vjs=3
Cloud Consultant - Staff,EY,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Executing procedures, performing detailed data analysis, reaching conclusions, documenting results, and suggesting ideas for efficiencies.",https://ca.indeed.com/rc/clk?jk=6859aeaa50e01245&fccid=1544766d4c2915b0&vjs=3
Application Support Analyst.,Royal Bank of Canada,"Toronto, ON","Posted
Posted 30+ days ago","Data analysis using SQL, understanding of application code.
Understanding of Web services, APIs, FTP, data query, cyber security, Disaster Recovery and business…",https://ca.indeed.com/rc/clk?jk=4055f10d000b5a75&fccid=537b899e30af3338&vjs=3
metallurgist,Vale Canada,"Thompson, MB","Posted
Posted 30+ days ago","Report and document investigations and conclusions/recommendations.
Analyze test results and instrument readings.
Compile records for analytical studies.",https://ca.indeed.com/rc/clk?jk=c30fb949771f7209&fccid=7bec30406f61d77b&vjs=3
"Manager, Strategy",Scotiabank,"Toronto, ON","Posted
Today","Gather data and perform financial analyses to diagnose issues.
Exceptional planning and analytical skills, ability to discern research information / data and…",https://ca.indeed.com/rc/clk?jk=411f81ee2d4278e6&fccid=3002307a9e5b4706&vjs=3
Senior Data Analyst,BMO Financial Group,"Mississauga, ON","Posted
Posted 16 days ago","Works with various data owners to discover and select available data from internal sources and external vendors (e.g. lending system, payment system, external…",https://ca.indeed.com/rc/clk?jk=b507d43bf14b82a4&fccid=3a429036b3725efa&vjs=3
information systems manager,Balwaria Empire Pvt Ltd,"Edmonton, AB","Posted
Posted 30+ days ago","Establish and implement policies and procedures for information systems.
Authorize the development of specifications for products or services.",https://ca.indeed.com/rc/clk?jk=e78776c7f6dc945f&fccid=60004912cd3f6abd&vjs=3
Senior Trade Finance Specialist,Royal Bank of Canada,"Remote in Oakville, ON","Posted
Posted 27 days ago","Exercise due diligence with all transactions: know your client, the transaction, credit structure, risk-analysis and client strategy.",https://ca.indeed.com/rc/clk?jk=c7f2cecb63500cb2&fccid=537b899e30af3338&vjs=3
"Senior Data Scientist, Optimization & Decision Science",CIBC,"Hybrid remote in Toronto, ON","Posted
Posted 2 days ago","Gather relevant information related to business processes, functions and operations to evaluate data credibility and quality.
You’re a certified professional.",https://ca.indeed.com/rc/clk?jk=c73dca407d4bb821&fccid=f99648405c7e9e3a&vjs=3
Strategy MBA Intern (Monetization Office) - Summer 2023 (MBA...,TikTok,"Toronto, ON","Posted
Posted 30+ days ago","Own performance analysis, reporting and drive business review cadences.
Familiarity with SQL and data visualization tools such as tableau preferred.",https://ca.indeed.com/rc/clk?jk=cde064e694c132af&fccid=caed318a9335aac0&vjs=3
Seed Production Agronomist,Syngenta Seeds,"Waterloo, ON","Posted
Posted 3 days ago","Attend offseason conferences to remain current with latest production technology and develop specialized skills (i.e. systems, data analysis, equipment…",https://ca.indeed.com/rc/clk?jk=ae3e7558761933a5&fccid=212d266bb52619f8&vjs=3
Payment Review & Compliance Analyst,WorkSafeBC,"Remote in Richmond, BC","Posted
Posted 21 days ago","A minimum of 3 years of recent work experience directly related to one of more of the following: data analysis, audit, financial analysis, systems analysis, and…",https://ca.indeed.com/rc/clk?jk=5165342b661f08fe&fccid=3978229785e77296&vjs=3
Analytical Chemist,Teva Pharmaceuticals,"Toronto, ON","Posted
Posted 21 days ago","The Quality Control Laboratory Analytical Chemist 1, under the supervision of the QC Laboratory Manager/Analytical Chem V, is responsible for the preparation…",https://ca.indeed.com/rc/clk?jk=ddc9b0e6f7179717&fccid=898362c5e54ec4c7&vjs=3
"Analyst/Associate Strategy & Operations, Active Equities (12...",CPP Investments,"Hybrid remote in Toronto, ON","Posted
Just posted","Manage the coordination of departmental data requirements (e.g. market data and subscriptions, marketing materials, internal websites).",https://ca.indeed.com/rc/clk?jk=0f3c8bee6f85a018&fccid=8e6d7fd4989738e8&vjs=3
New Grad - Staff Consultant - Risk Analytic & Solutions,EY,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Experience working with data and performing related analysis including knowledge of programming languages such as Python, SAS, R, MATLAB.",https://ca.indeed.com/rc/clk?jk=1d38912c690eb18e&fccid=1544766d4c2915b0&vjs=3
"Analyst,Pricing Operations",Priceline.com,"Toronto, ON","Posted
Posted 30+ days ago","A ‘can-do’ demeanor and a passion for analytics/data.
Experience in data science, pricing, travel & e-commerce experience desired.
In this role you will get to:",https://ca.indeed.com/rc/clk?jk=593a2adc9273bac9&fccid=e3c82d82eecba317&vjs=3
"Advisor, Modelling & Geomatics",Metrolinx,Canada,"Posted
Posted 13 days ago"," Evidence-based assessment and analysis of transportation planning projects.
 Maintains an awareness of the latest “Best Practice” methodologies for policy…",https://ca.indeed.com/rc/clk?jk=ccd78f9251969b80&fccid=d414f1d26cf29ec6&vjs=3
Application Specialist,Metrolinx,Canada,"Posted
Today","Functional understanding of data management, data analysis and integration.
Build, manage and improve the data automation (ETL queries, data models) to…",https://ca.indeed.com/rc/clk?jk=8c593e89ae0fb2bd&fccid=d414f1d26cf29ec6&vjs=3
NPI Test Engineer,Apple,"Waterloo, ON","Posted
Posted 1 day ago","Provides production support engineering with respect to technically complex testing methods, procedures and failure analysis.",https://ca.indeed.com/rc/clk?jk=531ada708ffe1f09&fccid=c1099851e9794854&vjs=3
"Network Development Manager, Data Center Networks","Amazon Data Services CAN, Inc.",Ontario,"Posted
Posted 30+ days ago","Our data center networks provide high bandwidth and low latency solutions for aggregating server racks, inter-connecting data centers in our regional backbone,…",https://ca.indeed.com/rc/clk?jk=a72bd451ecb10154&fccid=fe2d21eef233e94a&vjs=3
biotechnology technician,Dr. Ma's Laboratories Inc.,"Burnaby, BC","Posted
Posted 17 days ago","Assist in conducting biological, microbiological, biochemical tests and laboratory analyses.
Conduct or supervise operational programs.",https://ca.indeed.com/rc/clk?jk=9019af80502f56e1&fccid=ea54416b7caa4138&vjs=3
Research Assistant (2 Positions),Hôtel-Dieu Grace Healthcare,"Windsor, ON","Posted
Posted 1 day ago",Complete data entry and quality control ensuring the accuracy and integrity of data collection; may investigate missing or invalid data and prepare data sets.,https://ca.indeed.com/rc/clk?jk=2e7659079ba58758&fccid=3b4c304adaf3dd61&vjs=3
Business System and Data Analyst,Gluskin Sheff,"Toronto, ON","Posted
Posted 30+ days ago","Understanding of the relational database design and modeling, data queries and reporting, data integration and ETL.",https://ca.indeed.com/rc/clk?jk=42ddaed9439ff46d&fccid=dd616958bd9ddc12&vjs=3
"Intern, Research Analyst",QuadReal Property Group,"Toronto, ON","Posted
Posted 30+ days ago","Support the analysis of global real estate market trends by tracking and interpreting data on economics, demographics, and capital markets.",https://ca.indeed.com/rc/clk?jk=bf7812951f963801&fccid=4c0dd9bbeab79d21&vjs=3
Project Accountant,Avondale Construction,Nova Scotia,"Posted
Posted 2 days ago","Related accounting or analysis experience.
Project specific reporting and analysis for internal and external clients.",https://ca.indeed.com/rc/clk?jk=5dc12b5cda49854e&fccid=986a33cb8c27d366&vjs=3
"SENIOR ANALYST, DATA & ANALYTICS",Ontario Shores Centre for Mental Health Services,"Whitby, ON","Posted
Posted 30+ days ago","O Exceptional communication skills to explain analysis findings and data solutions to organizational leaders, supporting the generation of insights from data.",https://ca.indeed.com/rc/clk?jk=0e3e2624cfbd0132&fccid=74836306b6661050&vjs=3
Engineering Co-op Student,Canada Post - Postes Canada,"Kitchener, ON","Posted
Posted 10 days ago","Data sampling and data analysis.
Canada Post’s Engineering Group is responsible for the development, implementation and continuous improvement of Canada Post…",https://ca.indeed.com/rc/clk?jk=5019a082f688185a&fccid=374645c6f57513c7&vjs=3
Business Systems Analyst,Canada Life Assurance Company,"Toronto, ON
+1 location","Posted
Just posted","In conjunction with development staff, is responsible to plan and analyze data structures for internal and vendor business systems.",https://ca.indeed.com/rc/clk?jk=f2cce2960e4cd6a7&fccid=1d6ec442ed82ef80&vjs=3
"Senior Default Data Analyst, SAMU",BMO Financial Group,"Toronto, ON","Posted
Posted 3 days ago","Acts as a trusted advisor on data governance and data management matters.
Provides guidance on the interpretation of enterprise data governance policies and…",https://ca.indeed.com/rc/clk?jk=082da27917d1f94d&fccid=3a429036b3725efa&vjs=3
